tau,tpr,fpr
0.4619398246407778,0.925,0.27214377406931967
0.4625610287241534,0.925,0.27278562259306804
0.46311051973678846,0.925,0.2734274711168164
0.4636881845389597,0.925,0.2740693196405648
0.46386771863126003,0.925,0.27471116816431324
0.46485867986111584,0.925,0.2753530166880616
0.4650042633376302,0.925,0.27599486521181
0.46542789054362427,0.925,0.2766367137355584
0.4664195974913942,0.925,0.2772785622593068
0.46673197027679886,0.925,0.2779204107830552
0.4670571463918119,0.925,0.2785622593068036
0.4671190449535206,0.925,0.279204107830552
0.46727489498164776,0.925,0.2798459563543004
0.46788924190671316,0.925,0.2804878048780488
0.4680969688555807,0.925,0.2811296534017972
0.4681357071309442,0.925,0.28177150192554556
0.46816106958553877,0.925,0.28241335044929394
0.4687878638308516,0.925,0.2830551989730424
0.46942207997384555,0.925,0.28369704749679076
0.46983184415477386,0.925,0.28433889602053913
0.4705389969632743,0.925,0.28498074454428757
0.4721834707979278,0.925,0.28562259306803595
0.4745330706926218,0.925,0.2862644415917843
0.4747128553444295,0.925,0.28690629011553276
0.4748338819257875,0.925,0.28754813863928114
0.4754045548661182,0.925,0.2881899871630295
0.47629687532177983,0.925,0.2888318356867779
0.4774461932432083,0.925,0.2894736842105263
0.4776721004125617,0.925,0.2901155327342747
0.4784059311936398,0.925,0.2907573812580231
0.4787611397460814,0.925,0.2913992297817715
0.4790884451085479,0.95,0.2913992297817715
0.47997802345546203,0.975,0.2913992297817715
0.4802838357312747,0.975,0.2920410783055199
0.4810667558721393,0.975,0.2926829268292683
0.4811295811148324,0.975,0.2933247753530167
0.4814740610405092,0.975,0.2939666238767651
0.48241370909779635,0.975,0.29460847240051347
0.48258118389926824,0.975,0.2952503209242619
0.48280407339462766,0.975,0.2958921694480103
0.48335565808480707,0.975,0.29653401797175866
0.4836474796743242,0.975,0.29717586649550704
0.48390859445817647,0.975,0.29781771501925547
0.4843466626731761,0.975,0.29845956354300385
0.48436002897353153,0.975,0.2991014120667522
0.4849276727053913,0.975,0.29974326059050066
0.4862078907624026,0.975,0.30038510911424904
0.4865738904680236,0.975,0.3010269576379974
0.4881680171931997,0.975,0.30166880616174585
0.4883129900273661,0.975,0.30231065468549423
0.4885170037367583,0.975,0.3029525032092426
0.4906050053285986,0.975,0.30359435173299104
